District_Name,State_Name,lat,lon
24 PARAGANAS NORTH,West Bengal,22.6168,88.4029
24 PARAGANAS SOUTH,West Bengal,22.1352,88.4016
ADILABAD,Telangana,19.605052,78.572343
AGAR MALWA,Madhya Pradesh,23.7137,76.0095
AGRA,Uttar Pradesh,27.18614495,78.00585929517696
AHMADABAD,Gujarat,23.0373068,72.544748112277
AHMEDNAGAR,Maharashtra,18.6845298,75.0127171
AIZAWL,Mizoram,23.7358696,92.6646709329112
AJMER,Rajasthan,26.0653466,75.0137067
AKOLA,Maharashtra,19.5780576,73.7732524
ALAPPUZHA,Kerala,9.545400099999998,76.34316098950444
ALIGARH,Uttar Pradesh,27.8974,78.088
ALIRAJPUR,Madhya Pradesh,22.3060,74.3558
ALLAHABAD,Uttar Pradesh,25.4740987,81.849542
ALMORA,Uttarakhand,29.6430228,79.44239209999998
ALWAR,Rajasthan,27.572862,76.61372800000002
AMBALA,Haryana,29.4497787,75.8889144
AMBEDKAR NAGAR,Uttar Pradesh,26.4684,82.6915
AMETHI,Uttar Pradesh,26.1541,81.8142
AMRAVATI,Maharashtra,20.939173,77.7587406
AMRELI,Gujarat,20.8195188,70.6915603
AMRITSAR,Punjab,31.6231011,74.8797333
AMROHA,Uttar Pradesh,28.9052,78.4673
ANAND,Gujarat,21.19172565,72.79593612454501
ANANTAPUR,Andhra Pradesh,14.1672479,77.811221
ANANTNAG,Jammu and Kashmir,33.7311,75.1487
ANJAW,Arunachal Pradesh,28.13549325,97.30612099599043
ANUGUL,Odisha,20.9206382,85.2222895
ANUPPUR,Madhya Pradesh,23.1189733,81.6987267
ARARIA,Bihar,26.49972305,87.07243447459665
ARIYALUR,Tamil Nadu,11.35581465,79.22576918138991
ARWAL,Bihar,25.1644534,84.7329546
ASHOKNAGAR,Madhya Pradesh,22.7665444,75.9006944
AURAIYA,Uttar Pradesh,26.4605,79.5113
AURANGABAD,Bihar,24.786306,84.41448983395554
AZAMGARH,Uttar Pradesh,26.178828600000003,83.21365229999998
BADGAM,Jammu and Kashmir,33.9349,74.64
BAGALKOT,Karnataka,16.160816399999998,75.6593118
BAGESHWAR,Uttarakhand,29.584071,79.64061729999997
BAGHPAT,Uttar Pradesh,28.9428,77.2276
BAHRAICH,Uttar Pradesh,27.5705,81.5977
BAKSA,Assam,26.6587632,91.0005568
BALAGHAT,Madhya Pradesh,21.8163973,80.18674870000002
BALANGIR,Odisha,20.2894681,83.1538426
BALESHWAR,Odisha,21.4932273,86.9357935
BALLIA,Uttar Pradesh,25.8579013,83.85494849999998
BALOD,Chhattisgarh,20.73218365,81.14335738365044
BALODA BAZAR,Chhattisgarh,21.57264595,82.43670691696434
BALRAMPUR,Chhattisgarh,23.6263016,83.48245091656527
BANAS KANTHA,Gujarat,24.1702651,72.43383890000001
BANDA,Uttar Pradesh,27.1303344,80.859666
BANDIPORA,Jammu and Kashmir,34.5052,74.6869
BANGALORE RURAL,Karnataka,12.9915676,77.78923215119724
BANKA,Bihar,25.9501325,85.6721255
BANKURA,West Bengal,23.2425413,87.04434920000001
BANSWARA,Rajasthan,23.4930788,74.34840231310622
BARABANKI,Uttar Pradesh,26.9268,81.1834
BARAMULLA,Jammu and Kashmir,34.1595,74.3587
BARAN,Rajasthan,24.6669841,76.8442134
BARDHAMAN,West Bengal,23.41146995,87.84499444913178
BAREILLY,Uttar Pradesh,28.3670,79.4304
BARGARH,Odisha,21.3350246,83.61629429999998
BARMER,Rajasthan,25.581903399999998,71.61966242777196
BARNALA,Punjab,31.7753902,76.9864484
BARPETA,Assam,26.440330600000006,91.4375589
BARWANI,Madhya Pradesh,22.0363,74.9033
BASTAR,Chhattisgarh,20.091480800000006,80.6898474
BASTI,Uttar Pradesh,26.8140,82.763
BATHINDA,Punjab,30.269616100000004,75.2368459
BEED,Maharashtra,20.0239954,75.16230290000001
BEGUSARAI,Bihar,25.512719399999998,86.09057109140021
BELGAUM,Karnataka,15.884955800000002,74.51750324837272
BELLARY,Karnataka,15.1410382,76.96169105726322
BEMETARA,Chhattisgarh,21.6783969,81.43047622833333
BENGALURU URBAN,Karnataka,12.977944,77.59259140000002
BETUL,Madhya Pradesh,21.9012,77.896
BHADRAK,Odisha,21.0655114,86.50261400000002
BHAGALPUR,Bihar,25.2383952,87.05065963208678
BHANDARA,Maharashtra,21.1737253,79.64908259999999
BHARATPUR,Rajasthan,27.055100300000007,76.9497468
BHARUCH,Gujarat,21.740751100000004,73.00978265864833
BHAVNAGAR,Gujarat,21.77153065000001,72.13756615244151
BHILWARA,Rajasthan,25.3336893,74.6424969
BHIND,Madhya Pradesh,26.5696434,78.7885118
BHIWANI,Haryana,28.8141665,76.1561005
BHOJPUR,Bihar,25.25,84.25
BHOPAL,Madhya Pradesh,23.2342111,77.3882482
BIDAR,Karnataka,17.867469149999994,77.4730321241707
BIJAPUR,Chhattisgarh,18.8627722,80.3853714
BIJNOR,Uttar Pradesh,29.3732,78.1351
BIKANER,Rajasthan,28.0016854,73.32308370000001
BILASPUR,Chhattisgarh,22.0888774,82.15208890000002
BIRBHUM,West Bengal,23.9668843,88.04126475
BISHNUPUR,Manipur,24.499219,93.76107359999999
BOKARO,Jharkhand,23.8053984,85.8244974
BONGAIGAON,Assam,26.415074600000004,90.5827019
BOUDH,Odisha,20.8403108,84.32153690000001
BUDAUN,Uttar Pradesh,28.203919399999997,79.05919329999998
BULANDSHAHR,Uttar Pradesh,28.4070,77.8498
BULDHANA,Maharashtra,20.80479355,76.52091024670791
BUNDI,Rajasthan,25.5,75.833333
BURHANPUR,Madhya Pradesh,21.3145,76.218
BUXAR,Bihar,25.5620715,84.01567204651289
CACHAR,Assam,24.68482235,92.75104578393083
CHAMARAJANAGAR,Karnataka,11.9274494,76.9444221
CHAMBA,Himachal Pradesh,32.5548394,76.12573898722654
CHAMOLI,Uttarakhand,30.2462597,79.2400406
CHAMPAWAT,Uttarakhand,29.23631315,80.10172076512076
CHAMPHAI,Mizoram,23.6317319,93.34931854269608
CHANDAULI,Uttar Pradesh,25.1794,83.2934
CHANDEL,Manipur,24.165588,93.809512
CHANDIGARH,Chandigarh,30.733442100000005,76.7797143
CHANDRAPUR,Maharashtra,20.6085532,79.8589561
CHANGLANG,Arunachal Pradesh,27.7577,96.6237
CHATRA,Jharkhand,24.20162495,84.87817691941733
CHHATARPUR,Madhya Pradesh,24.8570601,79.9226234
CHHINDWARA,Madhya Pradesh,21.593951,78.5267415
CHIKBALLAPUR,Karnataka,13.4274405,77.73214329999998
CHIKMAGALUR,Karnataka,13.3314937,75.7957882
CHIRANG,Assam,26.4929099,90.5515413
CHITRADURGA,Karnataka,14.2158281,76.38140059999998
CHITRAKOOT,Uttar Pradesh,25.1869072,80.91203231879966
CHITTOOR,Andhra Pradesh,13.6195955,79.4180085
CHITTORGARH,Rajasthan,24.87681515,75.62942842517165
CHURACHANDPUR,Manipur,24.416667,93.5
CHURU,Rajasthan,28.439399199999997,74.4911813
COIMBATORE,Tamil Nadu,11.00896385,76.9345374910833
COOCHBEHAR,West Bengal,26.3452,89.4482
CUDDALORE,Tamil Nadu,11.3894391,79.71596509999998
CUTTACK,Odisha,20.4435704,85.8973591006112
DADRA AND NAGAR HAVELI,Dadra and Nagar Haveli,20.2733604,73.00449880000002
DAKSHIN KANNAD,Karnataka,12.8438,75.2479
DAMOH,Madhya Pradesh,23.8323,79.4387
DANG,Gujarat,23.1262889,69.5884093
DANTEWADA,Chhattisgarh,18.8640648,81.38339468738648
DARBHANGA,Bihar,26.08314325,86.03257096612822
DARJEELING,West Bengal,26.8700325,88.36087590000002
DARRANG,Assam,26.7099325,92.20380259999999
DATIA,Madhya Pradesh,25.6653,78.4609
DAUSA,Rajasthan,27.055100300000007,76.9497468
DAVANGERE,Karnataka,14.4613921,75.92989859999999
DEHRADUN,Uttarakhand,30.37604755,78.09858163768553
DEOGARH,Odisha,21.5343954,84.7296792
DEOGHAR,Jharkhand,24.39530345,87.08693369740948
DEORIA,Uttar Pradesh,26.5024,83.7791
DEWAS,Madhya Pradesh,22.9690079,76.0546374
DHALAI,Tripura,23.8253158,91.9732226716333
DHAMTARI,Chhattisgarh,20.7083903,81.54852530000002
DHANBAD,Jharkhand,23.7931504,86.43112652465638
DHAR,Madhya Pradesh,22.6013,75.3025
DHARMAPURI,Tamil Nadu,12.131090499999999,78.1614684
DHARWAD,Karnataka,15.5188064,74.92797852421738
DHEMAJI,Assam,27.8249082,95.2259427
DHENKANAL,Odisha,20.672006,85.590375
DHOLPUR,Rajasthan,26.7009896,77.89678570000002
DHUBRI,Assam,26.4274307,89.9048996
DHULE,Maharashtra,21.13050145,74.47891180551228
DIBANG VALLEY,Arunachal Pradesh,28.8129,96.1527
DIBRUGARH,Assam,27.23650645,94.87909205082008
DIMA HASAO,Assam,25.40036255,93.07522922678905
DIMAPUR,Nagaland,25.908579,93.716553
DINAJPUR DAKSHIN,West Bengal,25.5065628,88.76143540000001
DINAJPUR UTTAR,West Bengal,26.2676915,88.34625720000004
DINDIGUL,Tamil Nadu,10.326077,77.9851473
DINDORI,Madhya Pradesh,22.9418,81.0768
DODA,Jammu and Kashmir,33.1457,75.548
DOHAD,Gujarat,22.8345,74.2606
DUMKA,Jharkhand,24.39530345,87.08693369740948
DUNGARPUR,Rajasthan,23.666667,73.75
DURG,Chhattisgarh,21.20505475,81.28917198789333
EAST DISTRICT,Sikkim,27.649319,88.40538985091041
EAST GARO HILLS,Meghalaya,25.61849455,90.63421621777748
EAST GODAVARI,Andhra Pradesh,17.01303115,81.73746288058665
EAST JAINTIA HILLS,Meghalaya,25.25157605,92.48405006942015
EAST KAMENG,Arunachal Pradesh,27.2620189,92.4209639
EAST KHASI HILLS,Meghalaya,25.282585,91.5734804
EAST SIANG,Arunachal Pradesh,27.843321600000003,95.2239458
EAST SINGHBUM,Jharkhand,22.4867,86.4997
ERNAKULAM,Kerala,9.9907174,76.5777511
ERODE,Tamil Nadu,11.4549686,77.43818900000002
ETAH,Uttar Pradesh,27.557685499999998,78.65476269999998
ETAWAH,Uttar Pradesh,26.9653429,78.95244740000003
FAIZABAD,Uttar Pradesh,26.8708952,80.960557
FARIDABAD,Haryana,28.43538805,77.3060605
FARIDKOT,Punjab,30.446238,74.94872600000002
FARRUKHABAD,Uttar Pradesh,27.3826,79.584
FATEHABAD,Haryana,29.464099600000004,75.7909763
FATEHGARH SAHIB,Punjab,30.813479,76.346812
FATEHPUR,Uttar Pradesh,25.9210,80.7996
FAZILKA,Punjab,30.6061458,74.2544018
FIROZABAD,Uttar Pradesh,27.105630699999995,78.58361409999998
FIROZEPUR,Punjab,30.9331,74.6225
GADAG,Karnataka,15.431375199999998,75.6322482
GADCHIROLI,Maharashtra,19.9376214,79.8857226
GAJAPATI,Odisha,18.7714579,84.09671949999998
GANDERBAL,Jammu and Kashmir,34.2165,74.7719
GANDHINAGAR,Gujarat,23.166092650000003,72.6783464573108
GANGANAGAR,Rajasthan,29.929180600000006,73.88212359164659
GANJAM,Odisha,19.9323023,84.580083
GARHWA,Jharkhand,24.15529035,83.82522584408348
GARIYABAND,Chhattisgarh,20.52684285,82.18783100443315
GAUTAM BUDDHA NAGAR,Uttar Pradesh,28.59115915,77.35253531282801
GAYA,Bihar,24.7737323,84.9633271
GHAZIABAD,Uttar Pradesh,28.6286305,77.35990149666466
GHAZIPUR,Uttar Pradesh,25.5878,83.5783
GIRIDIH,Jharkhand,24.1608897,86.25113503301655
GOALPARA,Assam,26.178362300000003,90.6226683
GODDA,Jharkhand,24.74334305,87.2928506179686
GOLAGHAT,Assam,26.5133255,93.96372170000001
GOMATI,Tripura,23.5,91.666667
GONDA,Uttar Pradesh,27.1340,81.9619
GONDIA,Maharashtra,21.455227999999998,80.19627290000003
GOPALGANJ,Bihar,26.4207265,84.37406407415166
GORAKHPUR,Uttar Pradesh,26.7545821,83.3663468
GULBARGA,Karnataka,17.154595800000006,76.948465
GUMLA,Jharkhand,23.091674100000002,84.5738480719802
GUNA,Madhya Pradesh,24.6324,77.3002
GUNTUR,Andhra Pradesh,16.297160899999998,80.44325874076534
GURDASPUR,Punjab,32.0342223,75.39742109999997
GURGAON,Haryana,28.5159599,76.9801476
GWALIOR,Madhya Pradesh,26.2183,78.1828
HAILAKANDI,Assam,24.68845365,92.57381528240944
HAMIRPUR,Himachal Pradesh,31.687996,76.51925223011676
HANUMANGARH,Rajasthan,29.36720015,74.29836365065901
HAPUR,Uttar Pradesh,28.667969899999996,77.42939556350753
HARDA,Madhya Pradesh,22.3467,77.089
HARDOI,Uttar Pradesh,22.3467,77.089
HARIDWAR,Uttarakhand,29.944849800000004,78.15276340000001
HASSAN,Karnataka,12.9848056,76.10670667650199
HATHRAS,Uttar Pradesh,27.5981,78.0492
HAVERI,Karnataka,14.8261258,75.367778
HAZARIBAGH,Jharkhand,23.9817923,85.37139501840463
HINGOLI,Maharashtra,19.6281532,77.02069841739069
HISAR,Haryana,29.1545315,75.7709251
HOOGHLY,West Bengal,22.8963,88.2461
HOSHANGABAD,Madhya Pradesh,22.757355800000003,77.72439011986779
HOSHIARPUR,Punjab,31.64977705,75.64021165256153
HOWRAH,West Bengal,22.63779375,88.34999427069323
HYDERABAD,Telangana,17.369165300000002,78.4721325
IDUKKI,Kerala,9.9797193,77.0018895
IMPHAL EAST,Manipur,24.7545772,93.92788824871704
IMPHAL WEST,Manipur,24.7545772,93.92788824871704
INDORE,Madhya Pradesh,22.7665444,75.9006944
JABALPUR,Madhya Pradesh,23.1659947,79.92465200000002
JAGATSINGHAPUR,Odisha,20.3186464,86.64715242641121
JAIPUR,Rajasthan,26.8877852,75.8138009
JAISALMER,Rajasthan,26.914117600000004,70.9267678
JAJAPUR,Odisha,20.8495779,86.3289705
JALANDHAR,Punjab,31.2501702,75.614612
JALAUN,Uttar Pradesh,26.1459,79.3297
JALGAON,Maharashtra,20.84351185,75.52592658756026
JALNA,Maharashtra,19.6395502,75.95542259999998
JALORE,Rajasthan,25.347600600000003,72.6260916
JALPAIGURI,West Bengal,26.73115715,88.43696151735972
JAMMU,Jammu and Kashmir,32.7185614,74.8580917
JAMNAGAR,Gujarat,22.47577290000001,70.06374909487425
JAMTARA,Jharkhand,23.9232867,86.77353493891458
JAMUI,Bihar,24.96785205,86.17351147289284
JANJGIR-CHAMPA,Chhattisgarh,22.0211947,82.9600901
JASHPUR,Chhattisgarh,22.76678355,83.95304518953317
JAUNPUR,Uttar Pradesh,25.7464,82.6837
JEHANABAD,Bihar,25.2240202,84.9948079
JHABUA,Madhya Pradesh,22.7697,74.5921
JHAJJAR,Haryana,28.691447,76.93305699999998
JHALAWAR,Rajasthan,24.313236800000002,76.52223626123003
JHANSI,Uttar Pradesh,25.453256699999997,78.6043507
JHARSUGUDA,Odisha,21.8535713,84.0170947
JHUNJHUNU,Rajasthan,28.1287995,75.39925809999998
JIND,Haryana,29.1781837,76.4579177
JODHPUR,Rajasthan,26.3179091,73.1037743
JORHAT,Assam,26.71940915,94.2000193433362
JUNAGADH,Gujarat,21.51909,70.45951020000003
KABIRDHAM,Chhattisgarh,22.11428865,81.25157988751951
KACHCHH,Gujarat,22.82007155,69.51888671071265
KADAPA,Andhra Pradesh,14.463908400000001,78.13724588197104
KAIMUR (BHABUA),Bihar,25.1334272,83.665899
KAITHAL,Haryana,29.789479,76.3941136
KALAHANDI,Odisha,19.869436800000006,82.7810088
KAMRUP,Assam,26.1636522,91.7827055
KAMRUP METRO,Assam,26.0794,91.6372
KANCHIPURAM,Tamil Nadu,12.839540699999999,79.954194945654
KANDHAMAL,Odisha,20.1996664,83.91045079999998
KANGRA,Himachal Pradesh,32.081564,76.5154908
KANKER,Chhattisgarh,20.091480800000006,80.6898474
KANNAUJ,Uttar Pradesh,27.0514,79.9137
KANNIYAKUMARI,Tamil Nadu,8.0879641,77.54674140000002
KANNUR,Kerala,12.392813400000001,75.09294870492613
KANPUR DEHAT,Uttar Pradesh,26.5267,79.8297
KANPUR NAGAR,Uttar Pradesh,26.4623788,80.247968
KAPURTHALA,Punjab,31.3532479,75.45606387596949
KARAIKAL,Puducherry,10.985062199999998,79.84437790000001
KARAULI,Rajasthan,26.4963367,77.029795
KARBI ANGLONG,Assam,25.76526715,93.17400346658148
KARGIL,Jammu and Kashmir,34.5539,76.1349
KARIMGANJ,Assam,24.8483482,92.33221292310327
KARIMNAGAR,Telangana,18.4369358,79.1240925
KARNAL,Haryana,29.682387899999995,76.996394
KARUR,Tamil Nadu,10.941706,78.0910148
KASARAGOD,Kerala,12.392813400000001,75.09294870492613
KASGANJ,Uttar Pradesh,27.708859000000004,78.739501
KATHUA,Jammu and Kashmir,32.3863,75.5173
KATIHAR,Bihar,25.5373188,87.56832920000002
KATNI,Madhya Pradesh,23.8343,80.3894
KAUSHAMBI,Uttar Pradesh,28.66069485,77.3324295179842
KENDRAPARA,Odisha,20.50040085,86.43170622796478
KENDUJHAR,Odisha,21.6284657,85.5956465
KHAGARIA,Bihar,25.4916868,86.69910848212217
KHAMMAM,Telangana,17.2462515,80.1379493
KHANDWA,Madhya Pradesh,21.8314,76.3498
KHARGONE,Madhya Pradesh,21.8335,75.615
KHEDA,Gujarat,22.694218799999998,72.8590057
KHERI,Uttar Pradesh,27.9462,80.7787
KHORDHA,Odisha,20.2845933,85.8388589
KHOWAI,Tripura,23.90636095,91.24795449454716
KHUNTI,Jharkhand,22.9676534,85.2833197
KINNAUR,Himachal Pradesh,31.4276016,78.26468840000003
KIPHIRE,Nagaland,25.81551155,94.84166400470305
KISHANGANJ,Bihar,26.09440495,87.94304734732832
KISHTWAR,Jammu and Kashmir,33.3116,75.7662
KODAGU,Karnataka,12.4232254,75.73563109999998
KODERMA,Jharkhand,24.493123899999997,85.55608107203881
KOHIMA,Nagaland,25.72093815,94.10722039024247
KOKRAJHAR,Assam,26.4274307,89.9048996
KOLAR,Karnataka,13.136739000000002,78.1360538
